,Unnamed: 0,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
8101,8101,The Killers,Shot At The Night,64.0,0.51,0.802,5.0,-4.903,1,0.0561,0.0917,0.0136,0.109,0.24,185.927,242507.0,4,10
14668,14668,Mel Tillis,"Midnight, Me And The Blues",30.0,0.647,0.282,3.0,-15.042,1,0.0319,0.843,0.00134,0.182,0.753,132.169,2.836666667,4,4
246,246,Apoorva Krishna,Tinky Winky,13.0,0.293,0.877,7.0,-4.172,1,0.0486,0.0849,0.392,0.0787,0.87,171.47,317784.0,4,6
4282,4282,Ryskinder,Oi,17.0,0.699,0.545,1.0,-10.316,1,0.175,0.165,0.0716,0.0906,0.703,88.744,273350.0,4,6
1081,1081,War,Slippin' Into Darkness,53.0,0.676,0.625,4.0,-8.747,0,0.0729,0.144,0.00658,0.0796,0.655,90.999,227373.0,4,5
17678,17678,System Of A Down,Shame,38.0,0.467,0.849,5.0,-4.646,1,0.171,0.00312,0.045,0.119,0.764,120.229,160667.0,4,10
11230,11230,DREAMERS,Still Not Dead,54.0,0.681,0.792,2.0,-3.441,1,0.131,0.00893,0.1775619253660327,0.234,0.648,97.966,199484.0,4,10
11034,11034,Pini Hadad,Ohev Aval Meziuti,18.0,0.652,0.807,1.0,-5.847,0,0.026,0.355,0.1775619253660327,0.103,0.829,110.028,228493.0,4,9
9395,9395,Sammy Brue,Teenage Mayhem,32.0,0.475,0.922,2.0,-3.579,0,0.0446,0.0092,0.1775619253660327,0.327,0.488,125.971,168812.0,4,10
6562,6562,Moskva-Kassiopeya,Decay,23.0,0.167,0.499,9.0,-8.553,0,0.0392,0.27,0.92,0.108,0.0394,111.945,428803.0,4,6
12709,12709,Elsmore Carey,Come on Love,41.0,0.481,0.174,2.0,-15.988,1,0.0342,0.826,7.81e-05,0.128,0.246,85.34,4.53623333,4,0
2188,2188,Paddy Echo,The View,36.0,0.646,0.697,11.0,-8.726,0,0.0542,0.0226,1.17e-06,0.129,0.645,150.023,181608.0,4,9
14092,14092,Joeboy,Door,54.0,0.723,0.829,8.0,-6.133,0,0.103,0.797,0.0278,0.136,0.8,96.96,152042.0,4,9
13512,13512,Conan Gray,People Watching,80.0,0.53,0.593,5.0,-7.286,1,0.0545,0.385,0.1775619253660327,0.314,0.538,125.723,2.64228333,4,9
17800,17800,Jayy Grams,Mr. Miyagi,26.0,0.573,0.86,1.0,-8.367,1,0.377,0.282,0.1775619253660327,0.075,0.743,82.972,185009.0,4,5
11355,11355,Claud,Guard Down,53.0,0.816,0.625,5.952446502315104,-6.477,1,0.0391,0.11,0.000796,0.0935,0.855,126.022,206882.0,4,6
16724,16724,"Anne-Marie, Little Mix",Kiss My (Uh Oh),75.0,0.638,0.878,5.0,-3.639,0,0.0484,0.0151,0.000223,0.308,0.481,103.948,2.94666667,4,9
2854,2854,Oded Gadir,ישאר תמיד,12.0,0.604,0.442,8.0,-10.076,1,0.0307,0.802,6.75e-05,0.145,0.419,78.03,197829.0,4,10
17563,17563,Rostam,4Runner,52.0,0.48,0.729,1.0,-7.992,1,0.133,0.401,9.17e-06,0.144,0.735,98.03,229520.0,4,6
4131,4131,Egzod,Mirage,40.0,0.513,0.919,10.0,-3.987,1,0.299,0.182,0.00166,0.116,0.207,150.0,207750.0,4,10
4789,4789,Tides From Nebula,Ghost Horses,39.0,0.202,0.891,1.0,-7.289,1,0.098,2.5e-05,0.961,0.0717,0.0518,130.708,353000.0,4,8
956,956,Eden Ben Zaken,תאמין לי,29.0,0.492,0.727,7.0,-4.736,0,0.0344,0.286,0.1775619253660327,0.166,0.371,145.978,267747.0,4,9
3501,3501,Cage The Elephant,Social Cues,69.0,0.668,0.913,9.0,-3.097,1,0.0348,0.0119,6.7e-06,0.111,0.933,132.039,219053.0,4,6
6472,6472,Elephant Gym,春雨,41.0,0.406,0.811,2.0,-7.019,1,0.0877,0.00598,0.612,0.0603,0.497,162.749,266753.0,4,10
9937,9937,Witchcraft,Deconstruction,48.0,0.297,0.872,3.0,-5.881,0,0.0405,0.000119,0.0232,0.32,0.533,80.384,309987.0,4,10
8252,8252,Roxy Music,Love Is The Drug,61.0,0.838,0.757,2.0,-5.399,1,0.0927,0.059,0.0119,0.0271,0.602,124.65,251333.0,4,6
13984,13984,Guns N' Roses,Welcome To The Jungle,78.0,0.447,0.954,8.0,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,272027.0,4,9
10224,10224,Noctule,Evenaar,21.0,0.355,0.928,5.0,-5.97,0,0.0946,0.000219,0.888,0.0593,0.0401,92.0,350501.0,4,8
15926,15926,Persephone,Allison Russell,40.0,0.585,0.404,2.0,-8.188,1,0.0477,0.458,6.42e-06,0.121,0.43,125.267,4.378,4,0
6813,6813,Cherym,Kisses On My Cards,25.0,0.459,0.953,4.0,-5.578,1,0.0724,0.000121,0.0933,0.135,0.512,142.003,189248.0,4,1
8685,8685,The Struts,Body Talks,57.0,0.537,0.92,10.0,-3.438,0,0.274,0.00592,0.1775619253660327,0.34,0.843,185.703,177160.0,4,1
17331,17331,"Joe ""Guitar"" Hughes",A Blue Song,30.0,0.784,0.594,7.0,-11.61,1,0.0467,0.0946,0.000429,0.085,0.749,124.073,314493.0,4,2
10588,10588,Electric Enemy,Where Do We Go From Here?,44.51212431693989,0.415,0.407,1.0,-5.505,0,0.0379,0.0397,3.02e-05,0.108,0.219,75.525,188550.0,4,1
15687,15687,shame,Concrete,44.0,0.446,0.902,2.0,-4.698,1,0.0423,0.00966,0.00301,0.135,0.203,92.496,214106.0,4,6
4443,4443,Mondo Generator,"So High, So Low",34.0,0.538,0.863,4.0,-6.123,0,0.139,0.00495,2.07e-05,0.314,0.606,127.618,155067.0,4,10
6444,6444,Between Oceans,FADE,37.0,0.392,0.951,6.0,-5.992,1,0.116,6.47e-05,0.1775619253660327,0.247,0.438,160.005,201453.0,4,10
12980,12980,Johnny Cosmic,Sun and the Moon (with Collie Buddz),48.0,0.38,0.497,2.0,-9.827,1,0.0528,0.0751,0.0864,0.106,0.401,80.043,212995.0,4,10
5929,5929,KAS,Shake That,48.0,0.876,0.615,8.0,-7.192,0,0.155,0.0434,0.1775619253660327,0.235,0.356,98.034,145659.0,4,5
17578,17578,Black Sabbath,Children of the Grave,63.0,0.311,0.658,6.0,-13.529,1,0.0406,0.0706,0.104,0.093,0.353,151.813,314720.0,4,8
11105,11105,Idan Amedi,מנסים,34.0,0.533,0.88,11.0,-5.106,0,0.0557,0.0508,1.62e-05,0.218,0.592,103.01,208587.0,4,9
16135,16135,Josiah and the Bonnevilles,Stolen Love,50.0,0.529,0.693,1.0,-7.47,1,0.0262,0.00613,4.38e-06,0.205,0.448,112.012,223160.0,4,1
17242,17242,Skid Row,18 and Life,69.0,0.466,0.648,1.0,-11.101,0,0.028,0.0023,1.49e-05,0.112,0.305,90.435,229960.0,4,8
14718,14718,Dizzee Rascal,I Luv U,44.0,0.736,0.914,7.0,-3.707,1,0.285,0.318,0.1775619253660327,0.0447,0.932,136.068,245080.0,4,5
9828,9828,Cathedral,Gong,21.0,0.305,0.501,2.0,-10.179,0,0.0337,0.0984,0.419,0.138,0.349,90.574,422213.0,5,10
945,945,Kutiman,Sakla Beni,23.0,0.456,0.513,5.0,-11.221,0,0.0277,0.00447,0.0273,0.114,0.771,153.995,280603.0,3,1
3893,3893,Frankie Goes To Hollywood,Relax,71.0,0.676,0.695,11.0,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800.0,4,9
12478,12478,Mr. Max,Sidekick,26.0,0.503,0.853,11.0,-6.097,1,0.0443,5.72e-06,0.000779,0.144,0.619,124.93,177591.0,4,10
1199,1199,Shlomo Artzi,לא הפסקתי לחפש אותך,41.0,0.597,0.666,7.0,-5.323,0,0.0372,0.183,0.1775619253660327,0.12,0.436,136.81,238421.0,4,10
1760,1760,Kasabian,Club Foot,54.0,0.18,0.915,5.952446502315104,-6.855,1,0.0946,0.0224,1.43e-05,0.0929,0.101,94.578,215360.0,1,1
4894,4894,Nelson Gomes,Lost in the North Sea,46.0,0.596,0.0942,7.0,-17.052,1,0.0612,0.993,0.942,0.108,0.294,108.71,3.941083333,4,7
14145,14145,Dhruv Visvanath,Midnight,21.0,0.458,0.456,3.0,-10.638,0,0.0389,0.271,0.929,0.0975,0.695,96.615,185639.0,4,6
6638,6638,Pépe,Bridging Mechanics,39.0,0.469,0.669,2.0,-9.473,1,0.0494,0.0385,0.529,0.0981,0.245,132.005,358282.0,4,1
296,296,The Lumineers,Ho Hey,75.0,0.682,0.471,5.952446502315104,-9.182,1,0.0301,0.765,0.1775619253660327,0.0908,0.421,79.907,163133.0,4,9
9128,9128,Eliza & The Delusionals,Just Exist,36.0,0.542,0.872,9.0,-2.553,1,0.0402,0.0495,9.81e-05,0.0823,0.311,137.976,237086.0,4,6
904,904,Quaker City Night Hawks,Good Evening,42.0,0.527,0.606,5.0,-6.799,1,0.0305,0.0134,0.00029,0.418,0.267,105.509,279107.0,4,10
8752,8752,Them,Gloria - Stereo Version,62.0,0.641,0.703,9.0,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,156800.0,4,10
7247,7247,Kavinsky,Nightcall,59.0,0.509,0.856,9.0,-5.091,0,0.0553,0.00895,0.0108,0.424,0.427,91.02,257320.0,4,6
717,717,Spock's Beard,To Breathe Another Day,29.0,0.468,0.967,2.0,-5.143,1,0.0884,0.00364,0.00013,0.519,0.486,140.029,338093.0,1,10
2452,2452,Ariana Grande,motive (with Doja Cat),82.0,0.789,0.742,10.0,-5.664,0,0.0652,0.0681,0.1775619253660327,0.166,0.661,116.965,167990.0,4,9
17821,17821,Muse,Citizen Erased (XX Anniversary RemiXX),20.0,0.15,0.873,5.952446502315104,-4.826,1,0.0576,0.00298,0.0176,0.203,0.099,176.804,438560.0,4,10
6322,6322,Old Dominion,Hotel Key,66.0,0.758,0.867,11.0,-5.087,1,0.0475,0.152,0.1775619253660327,0.308,0.964,102.018,2.776216667,4,4
9968,9968,Frightened Rabbit,Get Out,43.0,0.366,0.859,1.0,-5.957,1,0.0531,0.0334,0.0774,0.139,0.569,178.021,201147.0,4,10
6262,6262,The Isley Brothers,For the Love of You - Live,20.0,0.577,0.464,11.0,-10.061,0,0.0585,0.558,5.25e-05,0.259,0.548,110.959,299067.0,4,10
5705,5705,Opeth,Remember Tomorrow,35.0,0.334,0.829,5.952446502315104,-6.436,1,0.036,5.76e-05,0.145,0.0883,0.437,130.154,299853.0,4,8
13476,13476,Kezia Gill,The Mess I Made,29.0,0.305,0.658,4.0,-4.841,0,0.0388,0.252,0.1775619253660327,0.243,0.24,80.718,182117.0,4,2
6944,6944,Fabian Brinkmann,Am Rheinufer,43.0,0.62,0.0931,4.0,-17.075,1,0.146,0.994,0.921,0.111,0.293,73.495,2.547033333,4,7
4187,4187,Axum,Hakshivu Na,16.0,0.824,0.905,7.0,-4.861,1,0.133,0.302,0.1775619253660327,0.289,0.921,116.026,173787.0,4,5
8110,8110,Urban Dance Squad,Good Grief,38.0,0.449,0.936,2.0,-5.554,1,0.185,0.0438,5.11e-06,0.246,0.458,189.771,264307.0,4,10
17128,17128,Buckshot LeFonque,Music Evolution,51.0,0.841,0.535,10.0,-12.194,0,0.365,0.0811,0.0035,0.112,0.686,93.434,299067.0,4,5
12039,12039,Tamikrest,Mawarniha Tartit,41.0,0.661,0.693,9.0,-10.965,1,0.0396,0.609,0.799,0.136,0.944,155.125,218076.0,4,2
1216,1216,Kula Shaker,Hush,53.0,0.484,0.852,8.0,-6.83,1,0.0451,0.000251,1.05e-06,0.0761,0.806,117.792,174787.0,4,10
6094,6094,Motörhead,Overkill,61.0,0.296,0.975,3.0,-3.676,0,0.225,0.000217,0.00196,0.269,0.0724,119.491,311080.0,4,8
141,141,Bring Me The Horizon,Parasite Eve,69.0,0.589,0.797,9.0,-5.464,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489,291813.0,4,10
9572,9572,Emmylou Harris,Boulder to Birmingham - 2003 Remaster,55.0,0.476,0.318,10.0,-10.953,1,0.0304,0.78,2e-06,0.104,0.311,126.495,3.55045,4,0
16053,16053,Hound Dog Taylor,Give Me Back My Wig,48.0,0.642,0.708,9.0,-13.402,1,0.0543,0.0346,0.0103,0.0844,0.775,108.143,215800.0,4,2
12543,12543,Whitesnake,Here I Go Again - 2018 Remaster,69.0,0.292,0.823,7.0,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,4.58991667,4,10
1529,1529,Anz,Unravel in the Designated Zone,41.0,0.733,0.762,3.0,-6.516,0,0.068,0.000433,0.901,0.384,0.749,130.005,288000.0,4,6
1233,1233,The Killers,Somebody Told Me,74.0,0.497,0.97,10.0,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,197200.0,4,10
6352,6352,Skeleton Lipstick,Real Time Lover,22.0,0.608,0.738,9.0,-2.923,1,0.0332,0.361,0.00775,0.7,0.657,90.971,218901.0,4,6
8623,8623,GB,No Love,37.0,0.77,0.691,3.0,-9.296,0,0.186,0.125,0.1775619253660327,0.125,0.734,96.921,279144.0,4,5
3089,3089,CABAL,Death March,38.0,0.381,0.96,9.0,-5.177,0,0.137,2.31e-05,0.1775619253660327,0.318,0.236,175.994,191080.0,4,8
17169,17169,Paul McCartney,Great Day,47.0,0.566,0.49,9.0,-11.703,1,0.0402,0.646,7.34e-05,0.212,0.601,85.615,2.14755,4,0
9290,9290,Omer Adam,אלף פעמים,30.0,0.737,0.869,2.0,-3.344,1,0.0386,0.364,0.1775619253660327,0.2,0.825,125.951,201467.0,4,9
4232,4232,The Cult,Lil' Devil,49.0,0.567,0.863,7.0,-8.155,1,0.0328,0.00277,0.00468,0.346,0.492,130.004,166040.0,4,10
2632,2632,Eric Reed,Up Jumped Spring,43.0,0.389,0.169,10.0,-14.333,1,0.0453,0.913,0.0781,0.114,0.186,77.79,8.815783333,3,7
12159,12159,As Everything Unfolds,On the Inside,54.0,0.479,0.963,8.0,-4.564,1,0.059,0.000306,3.63e-05,0.111,0.573,131.931,191338.0,4,10
2251,2251,Jungle,Keep Moving,72.0,0.724,0.603,10.0,-6.261,0,0.0317,0.183,0.000469,0.0948,0.569,111.493,240880.0,4,9
6363,6363,"Georges Bizet, Seiji Ozawa, Orchestre National De France","Bizet: Petite suite from ""Jeux d'enfants"", Op. 22, WD 39: IV. Duo ""Petit mari, petite femme""",20.0,0.183,0.0288,10.0,-30.479,1,0.0452,0.945,0.896,0.0863,0.0386,117.017,3.45,4,7
12342,12342,Shenandoah,Two Dozen Roses,51.0,0.695,0.502,4.0,-12.01,1,0.0279,0.327,0.1775619253660327,0.097,0.543,117.083,3.726883333,4,4
470,470,Bruce Springsteen,Ghosts,58.0,0.532,0.736,11.0,-6.901,1,0.0383,0.000146,0.000961,0.292,0.656,125.105,354813.0,4,10
9020,9020,Porcupine Tree,Shesmovedon,47.0,0.553,0.631,4.0,-9.6,0,0.0302,0.00614,0.035,0.482,0.381,142.029,314400.0,4,8
12271,12271,Arctic Monkeys,Snap Out Of It,73.0,0.728,0.638,5.0,-6.455,0,0.0336,0.249,0.1775619253660327,0.116,0.872,130.014,193030.0,4,1
13536,13536,Highly Suspect,My Name Is Human,52.0,0.507,0.723,2.0,-5.577,0,0.0288,8.83e-05,0.000189,0.0852,0.188,140.032,258613.0,4,10
573,573,Waterparks,Numb,56.0,0.61,0.974,6.0,-3.407,1,0.166,0.000625,1.2e-06,0.429,0.71,125.077,146897.0,4,10
1124,1124,DPR IAN,No Blueberries,62.0,0.721,0.63,4.0,-6.126,0,0.0409,0.534,0.1775619253660327,0.245,0.908,148.045,185107.0,4,5
12448,12448,David Bowie,Changes - 1999 Remaster,37.0,0.537,0.355,5.952446502315104,-11.241,1,0.0363,0.357,0.1775619253660327,0.132,0.39,113.994,214573.0,4,1
2800,2800,"IndianRaga, Shraddha Mohan, Aravind Sundar, Vignesh Srinivasan, Sri Poornima Krishna Emani, Mahesh Raghvan",Sri Vighna Rajam Bhaje - Ghambira Natai - Kanda Chapu,44.51212431693989,0.7,0.74,11.0,-7.803,1,0.0697,0.673,0.1775619253660327,0.101,0.543,140.003,4.108716667,5,0
14882,14882,Jet,Are You Gonna Be My Girl - Acoustic,52.0,0.672,0.669,2.0,-5.287,1,0.0987,0.185,0.00676,0.0986,0.591,96.64,237173.0,4,10
11183,11183,Fleetwood Mac,Over & Over - 2015 Remaster,41.0,0.733,0.212,7.0,-13.685,1,0.0292,0.346,0.271,0.0742,0.498,84.46,274667.0,4,10
14096,14096,Outkast,The Way You Move (feat. Sleepy Brown) - Radio Mix,50.0,0.867,0.596,5.0,-4.851,0,0.0463,0.117,0.000119,0.061,0.646,125.984,233960.0,4,5
10539,10539,Kim Logan,Better Way,34.0,0.477,0.67,1.0,-6.162,1,0.0292,0.000183,0.777,0.135,0.323,106.105,244845.0,4,2
7298,7298,Touché Amoré,Reminders,40.0,0.352,0.927,8.0,-8.144,1,0.11,6.9e-05,4.48e-05,0.0409,0.355,98.336,183338.0,4,6
15087,15087,Jonathan Terrell,Love Can Find You Anywhere,39.0,0.65,0.611,7.0,-7.619,1,0.0227,0.527,0.00418,0.0796,0.717,95.059,219183.0,4,1
14241,14241,Or Bar,אלף חתיכות - אקוסטי,1.0,0.645,0.378,1.0,-11.946,0,0.0508,0.599,0.000968,0.0958,0.587,129.977,180923.0,4,9
12656,12656,Fousheé,Deep End,79.0,0.711,0.592,4.0,-7.136,0,0.23,0.758,0.1775619253660327,0.156,0.535,124.749,141224.0,4,9
1293,1293,Eric B. & Rakim,Paid In Full,50.0,0.902,0.743,7.0,-11.136,1,0.229,0.000755,0.00104,0.0555,0.423,98.944,228267.0,4,5
16560,16560,Theory of a Deadman,Rx (Medicate),71.0,0.639,0.71,1.0,-7.445,1,0.0275,0.0133,0.1775619253660327,0.118,0.378,119.989,233173.0,4,10
13198,13198,Nina Simone,Just Like a Woman,50.0,0.457,0.379,6.0,-13.618,1,0.0342,0.434,0.000276,0.202,0.363,78.49,4.83466667,3,0
12524,12524,Alice In Chains,Would?,71.0,0.305,0.833,6.0,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773.0,4,10
13069,13069,Lime Cordiale,Reality Check Please,53.0,0.703,0.639,5.952446502315104,-7.341,1,0.0316,0.00976,0.468,0.165,0.622,138.048,220597.0,4,6
8540,8540,Goat,Goatfuzz,34.0,0.426,0.899,11.0,-2.658,0,0.0301,0.000546,0.721,0.17,0.562,79.07,416760.0,4,10
17325,17325,AM,Squeeze It Off,48.0,0.84,0.671,5.952446502315104,-6.676,1,0.255,0.267,0.00175,0.179,0.619,143.104,204755.0,3,5
2358,2358,Magic Sam,All Your Love,49.0,0.433,0.7,11.0,-8.197,1,0.163,0.843,0.324,0.102,0.8,80.623,176186.0,4,2
1730,1730,Westlife,Desperado,44.51212431693989,0.384,0.39,2.0,-7.325,1,0.0293,0.557,0.1775619253660327,0.242,0.211,120.515,3.636216667,4,9
5981,5981,Dj Streaks,More To Life? - Edit,38.0,0.806,0.69,1.0,-11.08,1,0.267,0.146,0.891,0.071,0.798,130.03,226840.0,4,1
10369,10369,Beastie Boys,Shake Your Rump,55.0,0.888,0.699,1.0,-10.425,1,0.164,0.0159,0.000306,0.111,0.697,103.066,198253.0,4,5
90,90,Elena Falwell,Elegi For Cello,41.0,0.167,0.148,5.952446502315104,-19.539,1,0.0347,0.955,0.897,0.111,0.04,76.412,2.7204,3,7
12281,12281,Seals and Crofts,Summer Breeze,67.0,0.49,0.581,5.0,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,205480.0,4,10
17727,17727,Varun Sunil,Whispering Hues (feat. Rajhesh Vaidhya),17.0,0.448,0.544,4.0,-8.015,0,0.0378,0.508,0.906,0.188,0.27,109.889,268427.0,4,6
9548,9548,Pink Sweat$,At My Worst,76.0,0.813,0.415,5.952446502315104,-5.926,1,0.0349,0.777,0.1775619253660327,0.131,0.667,91.921,2.83908333,4,9
14422,14422,Eyal Golan,שגרה מפוארת,35.0,0.715,0.18,3.0,-9.335,1,0.0433,0.736,0.1775619253660327,0.127,0.242,123.087,178049.0,4,9
7133,7133,44phantom,freak,4.0,0.638,0.622,10.0,-5.927,1,0.0389,0.00993,0.1775619253660327,0.147,0.753,80.016,145627.0,4,5
3815,3815,James Arthur,Train Wreck - Acoustic,61.0,0.529,0.364,6.0,-8.112,0,0.0381,0.748,0.1775619253660327,0.0913,0.384,75.024,209390.0,4,9
12518,12518,Khalid,New Normal,78.0,0.39,0.534,5.952446502315104,-9.575,1,0.0709,0.0807,0.1775619253660327,0.184,0.244,92.047,3.31275,4,9
7727,7727,JEONG SEWOON,In the Dark,42.0,0.789,0.611,1.0,-5.638,0,0.0396,0.106,0.1775619253660327,0.128,0.787,108.024,209867.0,4,10
8462,8462,Cassandra Jenkins,Michelangelo,42.0,0.564,0.368,7.0,-10.228,1,0.0281,0.587,0.681,0.18,0.544,139.01,209837.0,4,6
5510,5510,iogi,so sad,33.0,0.608,0.617,11.0,-8.017,1,0.0315,0.111,0.0102,0.159,0.595,88.027,267837.0,4,10
3327,3327,DUSTY LOCANE,MOVE DOLEY,61.0,0.792,0.676,2.0,-8.825,1,0.344,0.208,1.65e-06,0.103,0.68,143.877,200078.0,4,5
10344,10344,Youngbloodz,85/Billy Dee Interlude,51.0,0.793,0.596,7.0,-7.426,1,0.392,0.0303,1.17e-05,0.623,0.708,82.113,269693.0,4,5
17608,17608,American Authors,Best Day Of My Life,79.0,0.673,0.902,2.0,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240.0,4,10
15166,15166,Aviv Geffen,עם הזמן,20.0,0.377,0.477,9.0,-8.095,0,0.0303,0.831,4.79e-05,0.108,0.234,117.667,226440.0,3,10
12639,12639,R.L. Burnside,Shake 'Em on Down,29.0,0.25,0.804,5.952446502315104,-6.873,1,0.0723,0.0963,0.844,0.531,0.729,174.232,350947.0,4,2
6337,6337,Chastity Belt,The Process,34.0,0.601,0.657,2.0,-8.673,0,0.0274,0.362,0.532,0.156,0.288,125.0,293026.0,4,6
1625,1625,Kjell Braaten,Østavind,33.0,0.677,0.817,8.0,-8.569,0,0.0369,0.625,0.887,0.104,0.0903,95.009,193833.0,4,8
12575,12575,The Bobby Fuller Four,I Fought the Law - Single Version,57.0,0.593,0.804,7.0,-5.497,1,0.0319,0.105,2.22e-06,0.047,0.962,148.959,138360.0,4,1
2829,2829,Mark Wills,19 Somethin' - Greatest Hits Version,61.0,0.58,0.816,4.0,-5.165,1,0.0726,0.132,0.1775619253660327,0.0776,0.814,89.938,3.341116667,4,4
4241,4241,Long Distance Calling,Hazard,34.0,0.287,0.77,2.0,-7.477,1,0.0546,0.000483,0.445,0.0519,0.293,71.072,368973.0,4,10
2160,2160,Pink Floyd,Comfortably Numb,73.0,0.472,0.366,11.0,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,382297.0,4,10
535,535,Teenage Wrist,Earth Is A Black Hole,47.0,0.553,0.902,11.0,-4.35,0,0.0588,0.00286,0.1775619253660327,0.2,0.572,132.089,175577.0,4,10
15399,15399,BROCKHAMPTON,BANKROLL (feat. A$AP Rocky & A$AP Ferg),73.0,0.784,0.539,7.0,-8.938,0,0.274,0.0818,0.1775619253660327,0.106,0.576,149.059,202560.0,4,9
16186,16186,Heart,Alone,74.0,0.418,0.452,1.0,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733.0,4,10
12471,12471,Senser,Age of Panic,33.0,0.657,0.845,10.0,-5.581,0,0.047,0.00049,0.00157,0.043,0.537,125.608,248960.0,4,10
1454,1454,The Gathering,Strange Machines,43.0,0.228,0.85,5.952446502315104,-6.23,1,0.0489,0.00223,0.00136,0.056,0.391,130.566,364693.0,4,8
501,501,Misplaced,idk why i try,33.0,0.495,0.949,1.0,-3.789,1,0.0407,4.2e-05,0.711,0.438,0.683,105.013,187571.0,4,10
17725,17725,Roll Deep,When I'm 'Ere,42.0,0.554,0.922,11.0,-3.304,0,0.269,0.394,0.1775619253660327,0.155,0.678,137.105,184840.0,4,5
8332,8332,Ido Shoam,Colombiana,36.0,0.82,0.892,8.0,-4.399,1,0.0766,0.0164,6.38e-06,0.493,0.892,128.06,170625.0,4,9
3967,3967,King Gizzard & The Lizard Wizard,East West Link,50.0,0.461,0.75,5.952446502315104,-8.688,0,0.0436,0.0243,0.451,0.116,0.798,166.019,188786.0,4,6
13393,13393,Metric,Combat Baby,51.0,0.649,0.914,9.0,-6.199,1,0.0455,0.00573,0.000165,0.0997,0.739,139.125,209760.0,4,10
10007,10007,Jon Batiste,FREEDOM,53.0,0.873,0.651,1.0,-4.179,1,0.0374,0.0251,0.000107,0.213,0.828,115.002,178290.0,4,9
4236,4236,Bad Bunny,DÁKITI,89.0,0.731,0.573,4.0,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090.0,4,9
1165,1165,Backstreet Boys,If You Want to Be a Good Girl (Get Yourself a Bad Boy),35.0,0.758,0.869,9.0,-5.474,0,0.0568,0.146,0.1775619253660327,0.0946,0.83,113.918,4.832216667,4,9
4016,4016,Erkin Koray,Fesuphanallah,52.0,0.58,0.422,5.0,-14.462,0,0.0342,0.409,9.79e-05,0.0581,0.844,134.912,217400.0,4,10
7096,7096,Shalom Hanoch,זה רק געגוע,18.0,0.521,0.209,5.952446502315104,-10.921,0,0.0417,0.882,0.0011,0.7,0.154,119.674,256267.0,4,10
13535,13535,North Mississippi Allstars,Katrina,31.0,0.596,0.14,5.952446502315104,-13.349,1,0.0273,0.851,0.00198,0.0948,0.431,80.955,301320.0,4,2
3127,3127,Palma Violets,Best of Friends,44.0,0.237,0.88,5.952446502315104,-3.945,1,0.0505,8.54e-06,0.842,0.085,0.309,130.128,210067.0,4,6
13209,13209,Chris Brown,"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Mulatto)",72.0,0.721,0.565,5.952446502315104,-9.157,0,0.28,0.248,0.1775619253660327,0.284,0.597,93.8,227234.0,4,5
8758,8758,Nico,These Days,63.0,0.401,0.13,5.0,-17.638,1,0.0312,0.989,0.305,0.101,0.213,93.091,210653.0,4,6
13828,13828,PÆRISH,Fixed It All,31.0,0.324,0.883,2.0,-3.544,0,0.0444,3.65e-05,0.212,0.212,0.24,158.035,261301.0,4,10
16300,16300,FEVER 333,Made An America,51.0,0.479,0.926,3.0,-4.226,0,0.0893,0.000399,0.0022,0.179,0.673,175.994,173327.0,4,10
12411,12411,The Rolling Stones,Brown Sugar,44.51212431693989,0.637,0.847,5.952446502315104,-8.18,1,0.033,0.242,0.000171,0.0806,0.964,128.613,228667.0,4,6
17860,17860,The Legends,Fascinating,26.0,0.713,0.687,7.0,-4.665,1,0.0331,0.493,0.255,0.164,0.704,126.043,82653.0,4,6
5107,5107,Noa Kirel,מיליון דולר,52.0,0.757,0.826,8.0,-5.691,1,0.0739,0.134,0.204,0.508,0.384,100.023,173400.0,4,9
